id,category,question_vi,question_en,answer_en,answer_vi_current,best_support_vi,gold_context_vi,answer_vi_corrected,notes
5ac113e2554299294b21909a,A_likely_ok,Ai đã viết lời cho màn ra mắt trên Broadway của Linda Eder?,Who wrote the lyrics for Linda Eder's Broadway debut?,"Wildhorn, Bricusse and Cuden","Wildhorn, Bricusse và Cuden","Vở nhạc kịch này do Frank Wildhorn và Steve Cuden viết kịch bản, âm nhạc của Wildhorn, lời bài hát của Leslie Bricusse và Wildhorn, Cuden.","Linda Eder
Linda Eder (; sinh ngày 3 tháng 2 năm 1961) là một ca sĩ và diễn viên người Mỹ. Bà ra mắt sân khấu Broadway trong vở nhạc kịch ""Jekyll & Hyde"", với vai Lucy, vì vai diễn này bà được đề cử giải thưởng Drama Desk. Eder đã biểu diễn tại nhiều phòng hòa nhạc trên khắp nước Mỹ bao gồm cả Carnegie Hall và Radio City Musical Hall. Bà đã phát hành 15 album solo.
Jekyll &amp; Hyde (hài kịch nhạc)
Jekyll & Hyde là một vở nhạc kịch kinh dị được chuyển thể từ truyện ngắn ""The Strange Case of Dr Jekyll and Mr Hyde"" của Robert Louis Stevenson. Vở nhạc kịch này do Frank Wildhorn và Steve Cuden viết kịch bản, âm nhạc của Wildhorn, lời bài hát của Leslie Bricusse và Wildhorn, Cuden. Sau khi ra mắt tại Houston, Texas, tác phẩm đã khởi động một chuyến lưu diễn toàn quốc ở Mỹ trước khi ra mắt trên sân khấu Broadway năm 1997. Từ đó đến nay đã có nhiều phiên bản quốc tế khác nhau như hai chuyến lưu diễn Bắc Mỹ tiếp theo; hai lần công diễn tại Anh Quốc; một phiên bản hòa nhạc cùng với việc cải tiến lại cho các buổi biểu diễn ở Mỹ vào năm 2012 trước khi trở lại sân khấu Broadway vào năm 2013.",,
5ae23d945542996483e64939,A_likely_ok,Anakin Skywalker có quan hệ gì với Công chúa Leia?,What relation is Anakin Skywalker to Princess Leia?,Vader's daughter,Con gái của Vader,Darth Vader,"Công chúa Leia
Công chúa Leia Organa của Alderaan (còn được gọi là Thượng nghị sỹ Leia Organa hay Tướng Leia Organa) là một nhân vật hư cấu trong thương hiệu Star Wars, do Carrie Fisher thủ vai. Được giới thiệu lần đầu tiên trong bộ phim gốc Star Wars năm 1977, Leia là công chúa hành tinh Alderaan, một thành viên của Thượng viện Đế quốc và đặc vụ của Liên minh Nổi dậy. Cô đã phá vỡ âm mưu đen tối của Chúa tể Sith Darth Vader và giúp dẫn đến sự hủy diệt vũ khí siêu mạnh mang tính thảm khốc của Đế quốc: Ngôi sao Tử thần. Trong ""Đế chế phản công"" (năm 1980), Leia chỉ huy căn cứ Nổi dậy và trốn thoát khỏi Vader khi cô yêu tên buôn lậu Han Solo. Trong ""Sự trở lại của Jedi"" (năm 1983), cô lãnh đạo cuộc giải cứu Han khỏi tay trùm tội phạm Jabba the Hutt, và được tiết lộ rằng cô chính là con gái cưng của Vader cũng như chị em song sinh với Luke Skywalker. Bộ phim tiền truyện """" (năm 2005) cho thấy mẹ ruột họ là thượng nghị sĩ Naboo Padmé Amidala - người trước đây từng làm nữ hoàng – qua đời sau khi sinh ra cặp song sinh này; còn cả hai đứa trẻ đều bị nhận nuôi bởi Thượng nghị sĩ Bail cùng Nữ hoàng Breha Organa đến từ hành tinh Alderaan. Trong """" (năm 2015), Leia sáng lập nên lực lượng Kháng chiến chống lại Đệ nhất Thứ tự (""First Order"") đồng thời giữ chức Tổng tư lệnh với người chồng tên Ben Solo mà bà đặt cho cái tên Kylo Ren
Darth Vader
Darth Vader, còn được biết đến với tên gọi Anakin Skywalker, là một nhân vật hư cấu trong loạt phim Star Wars. Darth Vader xuất hiện như một nhân vật phản diện quan trọng trong ba phần phim đầu tiên của loạt phim này và những hành động của anh ta đã tạo nên cốt truyện chính cho bộ phim. Quá khứ khi anh ta còn mang tên Anakin Skywalker cũng như câu chuyện về sự tha hóa của anh ta là yếu tố trung tâm của bộ ba phần tiền truyện sau đó.",,
5a8b4d5e5542995d1e6f135c,A_likely_ok,John Shimkus đại diện cho khu vực bầu cử nào trước khi trở thành dân biểu của khu vực bầu cử thứ 20 của Illinois?,What Congressional District did John Shimkus represent before the 20th Congressional District of Illinois?,Illinois 's 15 congressional district,Quận 15 của Illinois,"Quận 20, Illinois","Quận 20, Illinois
Quận 20, đại diện cho Illinois là một khu vực bầu cử tại Hạ viện Hoa Kỳ. Khu vực này bị giải thể sau cuộc điều tra dân số năm 2000. Quận này từng được đại diện bởi John Shimkus và sau đó ông đã tái đắc cử vào quận thứ 19.
John Shimkus
John Mondy Shimkus (sinh ngày 21 tháng 2 năm 1958) là đại diện cho khu vực bầu cử thứ 15 của Illinois tại Hạ viện Hoa Kỳ kể từ năm 1997. Ông thuộc đảng Cộng hòa.",,
5a7605f85542994ccc91868d,A_likely_ok,"Trận chiến nào kéo dài lâu hơn, Trận rừng Hürtgen hay Trận đánh Vòng vây Pusan?","Which battle lasted longer, Battle of Hürtgen Forest or Battle of Pusan Perimeter?",Battle of Hürtgen Forest,Trận chiến rừng Hürtgen,Trận Hürtgen Forest,"Trận Hürtgen Forest
Trận Hürtgen Forest (tiếng Đức: ""Schlacht im Hürtgenwald"" ) là một loạt trận đánh ác liệt diễn ra từ 19 tháng 9 đến 16 tháng 12 năm 1944 giữa quân đội Mỹ và Đức trên mặt trận phía Tây trong Chiến tranh thế giới thứ hai tại khu rừng Hürtgen cách biên giới Bỉ-Đức khoảng  80 km về phía đông. Đây là trận chiến dài nhất trên đất Đức trong Chiến tranh thế giới thứ hai, và cũng là thời gian chiến đấu lâu nhất của Lục quân Hoa Kỳ.
Trận chiến Vành đai Pusan
Trận chiến Vành đai Pusan là một trận đánh quy mô lớn giữa lực lượng Liên Hiệp Quốc và Triều Tiên diễn ra từ ngày 4 tháng 8 đến ngày 18 tháng 9 năm 1950. Đây là một trong những cuộc giao tranh đầu tiên của Chiến tranh Triều Tiên. Một đạo quân gồm 140,000 lính Liên Hiệp Quốc, bị đẩy đến bờ vực thất bại, đã tập hợp lại để chống trả quyết liệt trước cuộc xâm lược của quân đội Bắc Triều Tiên đông đảo hơn với gần như gấp đôi số người (98,00).",,
5ac194db55429964131be23a,A_likely_ok,"Tôn giáo chính thức của vùng đất thuộc chồng Dorothea xứ Đan Mạch, Nữ công tước xứ Phổ là gì?","What was the official religion of the lands of the husband of Dorothea of Denmark, Duchess of Prussia?",Protestantism,Phúc giáo,"Albert, Công tước xứ Phổ","Dorothea xứ Đan Mạch, Nữ công tước xứ Phổ
Dorothea xứ Đan Mạch (1 tháng 8 năm 1504–11 tháng 4 năm 1547), là một công chúa Đan Mạch và Công tước phụ của Phổ. Bà là con gái của vua Frederick I của Đan Mạch và Anna xứ Brandenburg. Bà đã kết hôn với Albert, Công tước Phổ.
Albert, Công tước xứ Phổ
Albert xứ Phổ (tiếng Đức: Albrecht von Preussen, 17 tháng 5 năm 1490 – ngày 20 tháng 3 năm 1568) là Đại Hiệp sĩ thứ ba mươi bảy của Hiệp đoàn Teutonic, người đã cải sang đạo Lutheran và trở thành vị lãnh chúa đầu tiên của Công quốc Phổ, một quốc gia trần tục được lập ra từ các vùng đất trước đây thuộc nhà nước tu viện của Hiệp đoàn Teutonic. Albert là vị quân vương châu Âu đầu tiên thiết lập giáo phái Lutheran và do đó là Phong trào Cải cách như tôn giáo chính thức trong lãnh địa của mình. Ông đóng vai trò rất quan trọng trong sự lan rộng về mặt chính trị của Phong trào Cải cách ở giai đoạn sơ khai, cai trị vùng đất Phổ gần sáu thập niên (1510–1568).",,
5a886211554299206df2b24a,A_likely_ok,Những bộ phim Tonka và 101 chú chó đốm có được phát hành cùng thập niên không?,Were the films Tonka and 101 Dalmatians released in the same decade?,1958 Walt Disney Western adventure film,1958 Walt Disney phim phiêu lưu phương Tây,Phim công chiếu ngày 27 tháng 10 năm 2005 tại các rạp chiếu phim trên toàn thế giới bởi Walt Disney Pictures nhận được nhiều lời khen ngợi cho tính trung thành với tác phẩm kinh điển hoạt hình trước đó nhưng cũng chỉ nhận về những đánh giá lẫn lộn từ giới phê bình dù vẫn đạt thành công phòng vé khi thu về hơn $320 triệu USD so với kinh phí sản xuất chỉ $75 triệu USD.,"Tonka (phim)
Tonka là một bộ phim phiêu lưu Tây Bắc Mỹ năm 1958 của Walt Disney kể về con ngựa chiến của kỵ binh Hoa Kỳ sống sót sau trận chiến Little Big Horn. Bộ phim còn được phát hành với tên gọi A Horse Named Comanche, có sự tham gia diễn xuất của Sal Mineo trong vai người da đỏ Sioux đã từng tham gia trận đánh này. Phim được quay tại Bend, Oregon và phân phối bởi Buena Vista Distribution.
101 chú chó đốm (phim 1996)
101 chú chó đốm là một bộ phim phiêu lưu hài hước hành động Mỹ năm 1996 dựa trên phiên bản hoạt hình của Walt Disney năm 1961 chuyển thể từ tác phẩm tiểu thuyết ""Một trăm và một chú chó đốm"" của Dodie Smith. Phim do Stephen Herek đạo diễn, John Hughes và Ricardo Mestres đồng sản xuất với sự tham gia diễn xuất của Glenn Close, Jeff Daniels, Joely Richardson, Joan Plowright, Hugh Laurie, Mark Williams và Tim McInnerny. Khác với phiên bản phim hoạt hình trước đó ra mắt vào năm 1961 thì tất cả những con vật trong phiên bản này đều không nói chuyện được. Phim công chiếu ngày 27 tháng 10 năm 2005 tại các rạp chiếu phim trên toàn thế giới bởi Walt Disney Pictures nhận được nhiều lời khen ngợi cho tính trung thành với tác phẩm kinh điển hoạt hình trước đó nhưng cũng chỉ nhận về những đánh giá lẫn lộn từ giới phê bình dù vẫn đạt thành công phòng vé khi thu về hơn $320 triệu USD so với kinh phí sản xuất chỉ $75 triệu USD. Close đã nhận đề cử giải Quả cầu vàng cho Nữ diễn viên chính xuất sắc nhất trong phim hài hoặc nhạc kịch nhờ vai diễn Cruella de Vil tuy nhiên cô lại để tuột mất giải thưởng vào tay Madonna qua tác phẩm Evita. Phim còn nhận thêm đề cử giải BAFTA dành cho hạng mục Trang điểm hiệu ứng tốt nhất . Phần tiếp nối có tên gọi ""Chó đốm số hai"" (tên gốc:   ) ra mắt ngày mùng ba tháng mười một ở Bắc Mỹ cùng dàn sao cũ quay trở lại đóng vai trò tương tự như phần đầu tiên của họ",,
5a8a521d5542992d82986f15,A_likely_ok,Mads Bødker là cầu thủ của đội nào được quản lý bởi Danmarks Ishockey Union?,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey,Đan Mạch Hòckey trên băng nam giới quốc gia,Đội tuyển khúc côn cầu băng quốc gia nam Đan Mạch,"Mads Bødker
Mads Bødker (sinh ngày 31 tháng 8 năm 1987) là một hậu vệ chuyên nghiệp đã nghỉ hưu người Đan Mạch trong môn khúc côn cầu trên băng, anh từng thi đấu cho đội SønderjyskE Ishockey của giải Metal Ligaen thuộc Đan Mạch. Anh đã chơi ba mùa giải tại Rødovre Mighty Bulls ở giải AL-Bank Ligaen hàng đầu của Đan Mạch, cũng như tham gia bảy Giải vô địch khúc côn cầu trên băng thế giới với tư cách thành viên Đội tuyển quốc gia nam quốc gia Đan Mạch. Anh trai của anh là Mikkel Bødker, một tiền đạo cánh phải hiện đang thi đấu cho San Jose Sharks.
Đội tuyển khúc côn cầu băng quốc gia nam Đan Mạch
Đội tuyển quốc gia nam Đan Mạch là đội tuyển khúc côn cầu trên băng quốc gia của Đan Mạch. Đội được điều khiển bởi Liên đoàn Khúc côn cầu trên băng Đan Mạch. Tính đến năm 2007, đội tuyển Đan Mạch xếp thứ 12 trong bảng xếp hạng thế giới IIHF. Sau khi không đủ điều kiện tham dự giải vô địch thế giới kể từ năm 1949, đội tuyển Đan mạch đã gây bất ngờ vào năm 2003 bằng việc đứng ở vị trí thứ 11, trong đó có một trận hòa với Canada - nhà vô địch của giải đấu đó. Hiện tại có khoảng  4,255 người chơi khúc côn cầu (chiếm tỉ lệ 0.07% dân số) ở đất nước này.. Huấn luyện viên trưởng hiện tại của họ là Janne Karlsson người Thụy Điển thay thế Per Bäckman . Trước đây ,Đan mạch từng giữ kỷ lục về thất bại nặng nề nhất khi họ bị Canada đánh bại với tỷ lệ cách biệt lên tới 47-0 vào năm  1949 trước khi New Zealand phá vỡ nó sau cuộc đối đầu với Úc vào năm  87 và chịu thua đậm hơn:   58-0",,
5ab69f9a554299710c8d1ef8,A_likely_ok,"Tên thám tử hư cấu xuất hiện trong ""The Adventure of the Seven Clocks"" là tác phẩm của ai?","The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",Sir Arthur Conan Doyle,Sir Arthur Conan Doyle,Sherlock Holmes là một thám tử hư cấu do tác giả người Anh Arthur Conan Doyle sáng tạo ra.,"Cuộc phiêu lưu của Bảy chiếc đồng hồ
""Cuộc phiêu lưu của Bảy chiếc đồng hồ"" là một truyện về Sherlock Holmes, được viết bởi Adrian Conan Doyle và John Dickson Carr. Truyện này được xuất bản trong tập truyện ""Những cuộc phiêu lưu của Sherlock Holmes"" năm 1954.
Sherlock Holmes
Sherlock Holmes là một thám tử hư cấu do tác giả người Anh Arthur Conan Doyle sáng tạo ra. Là một ""thám tử tư"" trong các truyện, Sherlock nổi tiếng với khả năng quan sát, khoa học pháp y và lý luận logic đến mức kỳ lạ mà ông sử dụng để điều tra các vụ án cho nhiều khách hàng khác nhau, bao gồm cả Scotland Yard.",,
5a8b7cb95542995d1e6f13bb,A_likely_ok,Nhóm nào trong số những tên cướp từ thập niên 1890s cùng tên với một ban nhạc rock Nam Tư?,Which group of outlaws from the 1890s shares a name with a Yugoslav rock band?,Dalton Gang,Đội Dalton,Băng Dalton,"Daltoni
Daltoni (tiếng Serbia: Далтони; dịch: ""The Daltons"") là một ban nhạc rock người Serbia và trước đây thuộc Nam Tư từ Niš, nổi tiếng vì là những người tiên phong của cảnh quan âm nhạc rock Nam Tư cũ.
Băng Dalton
Băng Dalton là một nhóm băng đảng ngoài vòng pháp luật ở miền Tây Hoa Kỳ trong khoảng thời gian từ 1890 đến 1892. Nhóm này còn được biết đến với tên gọi Anh em nhà Dalton vì ba thành viên trong số đó là anh em ruột. Băng đảng chuyên cướp ngân hàng và tàu hỏa. Trong một vụ cướp ngân hàng tại Coffeyville, Kansas vào năm 1892, hai người anh em và hai thành viên khác của băng đảng đã bị giết; Emmett sống sót và bị bắt giữ, xét xử, kết án tù giam. Sau khi thụ án tù 14 năm ông ta đã được ân xá sớm ra tù.",,
5ac32b565542995ef918c154,A_likely_ok,Sân vận động mà đội bóng đá 1964 Georgia Tech Yellow Jackets đã chơi trận đấu trên sân nhà của họ được đặt ở đâu?,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,North Avenue at Techwood Drive,Đại lộ Bắc tại Techwood Drive,Sân vận động Bobby Dodd tại sân lịch sử Grant là sân bóng đá nằm ở góc đường North Avenue và Techwood Drive trên khuôn viên của Viện Công nghệ Georgia ở Atlanta.,"Đội bóng bầu dục 1964 Georgia Tech Yellow Jackets
Đội bóng bầu dục đội áo khoác màu vàng của trường Georgia Tech năm 1964 đại diện cho Viện Công nghệ Georgia trong mùa giải bóng bầu dục đại học năm 1964. Đội áo khoác màu vàng được dẫn dắt bởi huấn luyện viên trưởng Bobby Dodd ở năm thứ hai mươi, và chơi các trận đấu sân nhà tại Grant Field ở Atlanta, Georgia. Họ thi đấu với tư cách độc lập lần đầu tiên kể từ năm 1920 sau khi rời khỏi Liên đoàn Bóng bầu dục Đông Nam vào năm 1963.
Sân vận động Bobby Dodd
Sân vận động Bobby Dodd tại sân lịch sử Grant là sân bóng đá nằm ở góc đường North Avenue và Techwood Drive trên khuôn viên của Viện Công nghệ Georgia ở Atlanta. Từ năm 1905, nó đã trở thành nơi thi đấu của đội bóng bầu dục đại học Georgia Tech Yellow Jackets thường được gọi là ""Ramblin 'Wreck"", dưới hình thức sơ khai từ năm 1905 và như một sân vận động hoàn chỉnh kể từ năm 1913. Đội tham gia vào giải NCAA Division I Football Bowl Subdivision với tư cách thành viên của Hội nghị Bờ Đông. Đây là sân vận động lâu đời nhất trong FBS và đã từng chứng kiến nhiều trận thắng hơn bất kỳ sân vận động nào khác trong FBS.",,
5a80ad205542992bc0c4a79d,A_likely_ok,Ai đã đi trước người đàn ông có viên kim cương Nassak được cắt và đặt vào chuôi kiếm của ông ta?,Who preceded the man who had the Nassak Diamond cut and placed into the handle of his sword?,1st Earl Grosvenor,Earl Grosvenor thứ nhất,"Robert Grosvenor, Bá tước Westminster thứ nhất","Nassak Kim cương
Hồn Ngọc Nassak (còn được biết đến với tên gọi Hồn Ngọc Nassac và Mắt của Tượng thần) là một viên kim cương lớn, 43.38 carats xuất thân từ một viên kim cương to hơn 89 carat vào thế kỷ thứ 15 tại Ấn Độ. Được khai thác ở mỏ Amaragiri nằm ở Mahbubnagar, Telangana, Ấn Độ và ban đầu được cắt gọt tại Ấn Độ, viên kim cương này từng trang trí cho ngôi đền thờ Trimbakeshwar Shiva gần Nashik thuộc bang Maharashtra, Ấn Độ từ ít nhất năm 1500 cho tới năm 1817. Công ty Đông Ấn Anh đã chiếm lấy viên kim cương này trong Chiến tranh Anglo-Maratha lần thứ ba rồi bán nó cho các nhà buôn đồ trang sức người Anh Rundell and Bridge vào năm 1818. Sau khi được nhà buôn đồ trang sức cắt lại vào năm đó thì sau đó chúng làm tay cầm thanh kiếm của bá tước Westminster thứ nhất.
Robert Grosvenor, Bá tước Westminster thứ nhất
Robert Grosvenor, Bá tước Westminster thứ nhất (22 tháng 3 năm 1767 – 17 tháng 2 năm 1845) là con trai của Bá tước Grosvenor thứ nhất, người mà ông kế vị vào năm 1802 làm Bá tước Grosvenor thứ hai. Ông được phong danh hiệu ""Marquess of Westminster"" vào năm 1831. Ông là một thành viên Quốc hội Anh và là tổ tiên của những Công tước Westminster hiện đại. Grosvenor tiếp tục phát triển tài sản gia đình ở London, ông xây dựng lại dinh thự nông thôn của họ tại Eaton Hall ở Cheshire nơi ông cũng khôi phục lại khu vườn và xây dựng ngôi nhà mới ở London gọi là Grosvenor House.",,
5adfeab455429942ec259b86,A_likely_ok,Ngôi sao trong bộ phim chuyển thể năm 1953 của Metro-Goldwyn-Mayer dựa trên vở kịch của Shakespeare là gì?,The star in a 1953 epic Metro-Goldwyn-Mayer film adaption of the play by Shakespeare had what occupation?,"American actor, film director and political activist","Nam diễn viên, đạo diễn phim và nhà hoạt động chính trị người Mỹ","(3 tháng 4 năm 1924 – 1 tháng 7 năm 2004) là một diễn viên, đạo diễn phim và nhà hoạt động chính trị người Mỹ.","Marlon Brando
Marlon Brando Jr. (3 tháng 4 năm 1924 – 1 tháng 7 năm 2004) là một diễn viên, đạo diễn phim và nhà hoạt động chính trị người Mỹ. Ông được biết đến với việc đưa chủ nghĩa hiện thực vào diễn xuất điện ảnh. Ông giúp phổ biến hệ thống diễn xuất Stanislavski, học cùng Stella Adler trong những năm thập niên 1940. Marlon được biết đến nhiều nhất nhờ hai vai diễn đoạt giải Oscar của mình là Terry Malloy trong ""On the Waterfront"" (1954) và Vito Corleone trong ""The Godfather"" (năm 1972), cũng như các vai ông thể hiện trong các bộ phim: ""A Streetcar Named Desire"" (năm 1951), ""Viva Zapata!"" (năm 1952), ""Julius Caesar"" (năm 1953), ""The Wild One"" (năm   )
Julius Caesar (phim 1953)
Julius Caesar là một bộ phim sử thi năm 1953 của hãng Metro-Goldwyn-Mayer chuyển thể từ vở kịch của Shakespeare, do Joseph L. Mankiewicz đạo diễn, cũng viết kịch bản không ghi tên và John Houseman sản xuất. Nhạc phim gốc được sáng tác bởi Miklós Rózsa. Phim có sự tham gia diễn viên như Marlon Brando vào vai Mark Antony, James Mason trong vai Brutus, John Gielgud trong vai Cassius, Louis Calhern trong vai Julius Caesar, Edmond O'Brien trong vai Casca, Greer Garson vào vai Calpurnia và Deborah Kerr vào đóng Portia.",,
5ac164da55429964131be1bf,A_likely_ok,Linhai và Gongqingcheng đều là những thành phố ở Trung Quốc thuộc loại nào?,Linhai and Gongqingcheng are both what kinds of cities that are located in China?,county-level city,thành phố cấp quận,Công Thanh Thành,"Linh Hải
Linh Hải (; tiếng Đài Châu: Ling-he) là một thành phố cấp huyện tại tỉnh Chiết Giang, Trung Quốc nằm trên bờ sông Linh.
Công Thanh Thành
Công Thanh Thành (tiếng Trung: 贡 城) là một thành phố cấp huyện ở phía bắc tỉnh Giang Tây, Cộng hòa Nhân dân Trung Hoa, được thành lập vào ngày 10 tháng 9 năm 2010. Nó nằm dưới sự quản lý của Cửu Giang, cách đó khoảng 55 km về phía đông bắc và cách Nam Xương, thủ phủ của tỉnh này khoảng 62 km về phía bắc. Nằm gần các quận Đức An, Vĩnh Thu và Hưng Tử Quận () nó nằm ở chân núi Lô Sơn và trên bờ tây hồ Phóng Nam. Với diện tích là  193 km² (), Công Thanh Thành có dân số xấp xỉ  120.000 người bao gồm cả cư dân thường trú là  68.00 người; mục tiêu đặt ra cho tương lai là mở rộng quy mô đô thị lên đến mức từ  4 triệu đến nửa triệu cư dân . Đây cũng là tên gọi duy nhất tại Trung Quốc đặt theo tên của Đoàn thanh niên cộng sản chủ nghĩa Trung Quốc mà viết tắt trong tiếng Hán giản thể chính thức thì viết tắt thành ""共青团"" (""cộng đoàn"") nên tên gọi này ý nghĩa như ""Thành phố đoàn thanh niên"".",,
5ac562985542993e66e823ca,A_likely_ok,Otterington railway station nằm trên tuyến đường sắt 393 mi chính nối liền Edinburgh với thành phố nào?,Otterington railway station was on a 393 mi major railway that linked Edinburgh to what city?,London,London,Otterington,"Otterington
Ga Otterington nằm ở làng South Otterington, North Yorkshire trên tuyến đường sắt chính East Coast. Nó mở cửa vào năm 1841 và đóng cửa vào năm 1958. Hiện nay ga là một biệt thự tư nhân, mặc dù nền tảng vẫn còn nhìn thấy được. Các tòa nhà bắt nguồn từ những năm 30 khi Đường sắt chính bờ biển phía Đông được mở rộng.
Đường sắt chính Đông
Đường sắt chính bờ biển phía Đông (ECML) là một tuyến đường sắt chính nối giữa Luân Đôn và Edinburgh đi qua Peterborough, Doncaster, Wakefield, Leeds, York, Darlington và Newcastle. Toàn bộ tuyến này đều được điện khí hóa. Dịch vụ tàu trên đoạn phía bắc của Edinburgh đến Aberdeen và Inverness sử dụng đầu máy diesel.",,
5a80b52f554299485f5986d6,A_likely_ok,Đạo diễn nổi tiếng nào làm việc với Orion Pictures và sinh ra vào tháng 12 năm 1935?,What prominent director worked with Orion Pictures and was born in December of 1935?,"Heywood ""Woody"" Allen","Heywood ""Woody"" Allen",Woody Allen,"Orion Pictures
Orion Pictures Corporation là một nhà sản xuất và phát hành phim ảnh chuyển động của Mỹ đã sản xuất và phát hành các bộ phim từ năm 1978 cho đến năm 1999, cũng như tham gia vào việc sản xuất và kinh doanh truyền hình trong suốt những năm 1980 cho đến đầu những năm 1990. Nó được thành lập vào năm 1978 với tư cách là một liên doanh giữa Warner Bros. và ba cựu giám đốc cấp cao của United Artists. Mặc dù chưa bao giờ là một nhà sản xuất phim ảnh chuyển động lớn, nhưng Orion đã đạt được danh tiếng tương đối cao về chất lượng Hollywood. Woody Allen, James Cameron, Jonathan Demme, Oliver Stone cùng nhiều đạo diễn nổi tiếng khác đã làm việc với Orion trong giai đoạn thành công nhất của họ từ năm 1978 đến năm 1992. Trong số các bộ phim do Orion phân phối có bốn tác phẩm đoạt giải Oscar Phim hay nhất: ""Amadeus"" (năm 1984), ""Platoon"" (năm 1986), ""Dances with Wolves"" (năm
Woody Allen
Haywood ""Woody"" Allen (sinh Allan Stewart Konigsberg; ngày 1 tháng 12 năm 1935) là một đạo diễn phim, tác giả, diễn viên hài và nhạc sĩ người Mỹ mà sự nghiệp của ông trải qua hơn sáu thập kỷ.",,
5a7268235542992359bc3081,A_likely_ok,Đơn vị nào của Air National Guard đóng tại căn cứ từng là nơi đặt trụ sở của 509th Bomb Wing bay trên máy bay General Dynamics FB-111A?,What unit of the Air National Guard is located at a base that was home to the 509th Bomb Wing flying the General Dynamics FB-111A?,133d Air Refueling Squadron,133d Air Refueling Squadron,"Phi đoàn Tiếp nhiên liệu 133 (133 ARS) là một đơn vị của Phi đội Tiếp nhiên liệu 157 thuộc Không quân Vệ binh Quốc gia New Hampshire đặt tại Căn cứ Không quân Pease, Portsmouth, New Hampshire, Hoa Kỳ.","Phi đoàn Tiếp nhiên liệu 133
Phi đoàn Tiếp nhiên liệu 133 (133 ARS) là một đơn vị của Phi đội Tiếp nhiên liệu 157 thuộc Không quân Vệ binh Quốc gia New Hampshire đặt tại Căn cứ Không quân Pease, Portsmouth, New Hampshire, Hoa Kỳ.
Căn cứ Không quân Vệ binh Quốc gia Pease
Pease Air National Guard Base là căn cứ của Không quân Quốc gia New Hampshire nằm tại Sân bay quốc tế Pease ở Pease, New Hampshire. Nó chiếm một phần của những gì từng là Căn cứ Không quân Pease, một cơ sở trước đây thuộc Bộ Tư lệnh Không quân Chiến lược với dân số liên quan đến căn cứ 10.000 và là nơi đặt 509th Bomb Wing (509 BW) sử dụng máy bay General Dynamics FB-111A. Căn cứ Không quân Pease đã đóng cửa theo quyết định của Ủy ban Điều chỉnh và Đóng cửa Căn cứ năm 1991, với việc chuyển giao 509 BW về Căn cứ Không quân Whiteman ở Missouri. Năm 1983, các cuộc điều tra cho thấy đất và nước bị ô nhiễm bởi chất tẩy rửa mỡ và nhiên liệu phản lực JP-4; vào năm 1990 căn cứ được đưa vào Danh sách ưu tiên quốc gia của các địa điểm siêu quỹ đất. Tính đến năm 2015, sau 25 năm hoạt động của Cơ quan Phát triển Pease, Khu thương mại quốc tế Pease có khoảng gần như gần như bao gồm trên dưới  275 doanh nghiệp sử dụng lao động dân sự gần như trên dưới  86% .",,
5abda2b755429933744ab80f,A_likely_ok,Hermann Wilhelm Göring là một phi công chiến đấu kỳ cựu trong một cuộc chiến tranh mà kết thúc vào năm nào?,Hermann Wilhelm Göring was a veteran fighter pilot in a war that ended in what year?,1918,1918,Chiến tranh thế giới thứ nhất,"Hermann Göring
Hermann Wilhelm Göring (; 12 tháng 1 năm 1893 – 15 tháng 10 năm 1946) là một nhà lãnh đạo chính trị và quân sự của Đức cũng như một trong những nhân vật quyền lực nhất trong Đảng Quốc xã (NSDAP) đã cai trị nước Đức từ năm 1933 đến năm 1945. Là một phi công chiến đấu kỳ cựu, ông được tặng thưởng ""Pour le Mérite"". Ông từng là chỉ huy cuối cùng của ""Jagdgeschwader"" số I, đơn vị chiến đấu từng do Manfred von Richthofen chỉ huy.
Chiến tranh thế giới thứ nhất
Chiến tranh thế giới thứ nhất (WW1 hay WWI), còn được biết đến với tên gọi Thế chiến thứ nhất, Chiến tranh vĩ đại, hay Chiến tranh chấm dứt mọi cuộc chiến, là một cuộc chiến toàn cầu bắt nguồn từ châu Âu kéo dài từ ngày 28 tháng 7 năm 1914 đến ngày 11 tháng 10 năm 1938. Hơn bảy mươi triệu quân đội tham gia vào xung đột này bao gồm sáu mươi triệu người Châu Âu; đây là một trong những cuộc chiến lớn nhất trong lịch sử loài người. Hơn chín triệu lính và bảy triệu dân thường thiệt mạng do hậu quả của cuộc chiến (bao gồm cả nạn diệt chủng) cùng với tỷ lệ thương vong tăng cao do sự phát triển công nghệ và công nghiệp hóa của các nước tham gia cũng như tình trạng bế tắc về mặt quân sự khi hai phe đối nghịch áp dụng hình thức giao tranh tại các tuyến phòng thủ kiên cố trên mặt đất. Đây là một trong những cuộc xung đột đẫm máu nhất trong lịch sử loài người và đã đặt nền tảng cho những thay đổi chính trị lớn bao gồm nhiều cách mạng ở các quốc gia liên quan sau đó. Những mâu thuẫn chưa được giải quyết vẫn tiếp tục tồn tại sau thời điểm kết thúc của nó dẫn tới việc bùng nổ Thế Chiến Thứ Hai chỉ hơn hai thập niên sau đó.",,
